@RELATION snore_sound/model/svmSM
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {snore,not_snore}

@DATA
0.114565,0.002795,2.826408,0.255308,0.268926,0.905163,0.020039,0.173868,-34.214769,1.885480,0.176705,-0.153981,0.599107,-0.076503,-0.429477,0.099958,-0.226576,0.085693,-0.019895,0.080766,0.071097,0.007948,0.001792,0.048040,0.011507,0.013800,0.010564,0.063590,0.001977,0.005932,0.009470,0.060482,0.004794,0.032130,0.057766,0.002838,0.401210,0.047945,0.020180,0.500368,0.023622,0.153579,3.981951,0.556265,0.452264,0.369381,0.279581,0.266684,0.334845,0.284253,0.255929,0.167622,0.181855,0.168123,0.165334,0.008388,0.002044,0.041791,0.013549,0.014252,0.011647,0.059961,0.002275,0.005334,0.009370,0.041784,0.005941,0.015644,snore
0.092511,0.003881,2.853492,0.235447,0.261192,0.717044,0.022981,0.120207,-35.452526,1.696549,0.174829,0.089976,0.509027,-0.057670,-0.220608,0.194817,-0.218159,0.058448,0.018902,0.124009,0.007422,0.005894,0.001846,0.052825,0.008405,0.011452,0.006507,0.076745,0.001332,0.003817,0.005682,0.069018,0.002244,0.037426,0.060791,0.004106,0.334156,0.051967,0.020111,0.515778,0.031186,0.128934,3.381794,0.639307,0.467327,0.328859,0.323239,0.289257,0.328009,0.247392,0.242809,0.175110,0.186908,0.157265,0.167871,0.006966,0.002475,0.043942,0.009998,0.013808,0.007859,0.073837,0.001957,0.004515,0.006176,0.046670,0.003741,0.016876,snore
0.129481,0.017080,3.046495,0.248107,0.255706,0.822362,0.017298,0.235892,-26.108344,2.210813,0.548043,-0.002580,-0.227830,-0.020052,0.170542,0.151267,0.153895,0.198621,-0.127827,0.010812,-0.080056,0.008923,0.002992,0.037328,0.003594,0.013498,0.003417,0.117564,0.000744,0.002285,0.004583,0.059418,0.004591,0.041446,0.073454,0.012720,0.159084,0.076744,0.034843,0.498727,0.017631,0.155885,1.216480,0.532695,0.228231,0.237190,0.231691,0.168736,0.158685,0.174436,0.134573,0.146458,0.146996,0.150422,0.133397,0.007539,0.003060,0.026429,0.003139,0.012446,0.003182,0.088183,0.000687,0.002182,0.003686,0.036764,0.004953,0.019151,snore
0.085254,0.014124,2.943168,0.224455,0.258905,0.487564,0.024558,0.125375,-27.591535,2.220273,0.443281,0.094287,-0.141073,-0.029914,0.108680,0.104714,0.113409,0.202249,-0.090242,0.053923,-0.059554,0.008354,0.001860,0.033435,0.002654,0.005143,0.002756,0.151124,0.000573,0.001618,0.003592,0.073805,0.003553,0.051528,0.062155,0.016523,0.219788,0.068418,0.034636,0.385052,0.029180,0.136213,1.335757,0.426721,0.229633,0.217285,0.208360,0.140317,0.140547,0.145035,0.135645,0.126874,0.133756,0.141229,0.115389,0.009521,0.002920,0.025691,0.003029,0.005026,0.003934,0.101206,0.000694,0.001848,0.003727,0.044103,0.004499,0.021243,snore
0.029647,0.037324,2.865899,0.158778,0.241146,0.159523,0.024259,0.021793,-27.062129,2.614204,0.281265,0.570435,0.356241,0.355121,-0.122753,0.180304,0.110160,0.064532,0.141539,-0.037728,0.088580,0.003421,0.000358,0.099615,0.001174,0.003905,0.001853,0.186959,0.000434,0.003426,0.029550,0.037596,0.000436,0.067840,0.018874,0.021370,0.217895,0.038467,0.027361,0.133856,0.019570,0.020186,1.596048,0.304009,0.296523,0.206016,0.227052,0.209581,0.334083,0.156326,0.163465,0.144153,0.139414,0.144630,0.131110,0.005274,0.000463,0.079965,0.001383,0.003612,0.002608,0.094276,0.000908,0.003838,0.024757,0.032551,0.000655,0.018802,snore
0.027649,0.019288,2.875279,0.158905,0.240902,0.144211,0.027882,0.017309,-28.453293,2.480780,0.360050,0.559684,0.329322,0.430102,-0.093939,0.140716,0.159499,0.059953,0.141760,0.003436,0.078263,0.003894,0.000356,0.086535,0.001097,0.005557,0.002584,0.206805,0.000180,0.001856,0.015261,0.047109,0.000391,0.070140,0.016513,0.012567,0.256225,0.038506,0.028382,0.089596,0.028299,0.010645,1.883144,0.334607,0.234343,0.190475,0.218891,0.182448,0.315624,0.132204,0.157833,0.145550,0.132182,0.130772,0.128282,0.006882,0.000400,0.075678,0.001150,0.006644,0.003512,0.102989,0.000217,0.002590,0.016392,0.038603,0.000488,0.021627,snore
0.073658,0.008403,2.918757,0.193434,0.252354,0.411609,0.009089,0.089988,-27.577930,3.017400,0.038874,0.333772,0.137220,0.254928,0.145692,0.384126,0.132988,-0.071409,0.103739,-0.087802,-0.008039,0.011142,0.002610,0.110335,0.008336,0.016305,0.004524,0.109853,0.000530,0.002059,0.007636,0.059292,0.002099,0.048469,0.030225,0.007025,0.200534,0.031328,0.016308,0.201359,0.004251,0.069932,1.543783,0.528594,0.321110,0.247770,0.189637,0.285327,0.158244,0.174072,0.145085,0.151365,0.134429,0.156886,0.149646,0.011725,0.002606,0.062080,0.007399,0.012339,0.003948,0.070003,0.000528,0.001630,0.006010,0.036561,0.002387,0.015473,snore
0.080355,0.011245,2.936140,0.200232,0.253798,0.437552,0.009154,0.100099,-27.682759,3.050516,0.121701,0.252242,0.011357,0.373335,0.059238,0.298708,0.150429,-0.056872,0.095796,-0.107813,0.058759,0.011212,0.002795,0.101972,0.010329,0.022306,0.005933,0.099047,0.000634,0.002565,0.008563,0.055552,0.002163,0.047226,0.039267,0.008023,0.191200,0.038618,0.018958,0.265292,0.005388,0.087665,1.473863,0.492062,0.321533,0.249963,0.238764,0.295364,0.171834,0.178189,0.146858,0.143844,0.138628,0.167099,0.136772,0.012710,0.003034,0.064371,0.008997,0.017551,0.005411,0.063765,0.000668,0.002266,0.007613,0.033737,0.002157,0.014881,snore
0.086061,0.006796,2.970066,0.204966,0.252149,0.542396,0.008714,0.105125,-28.276415,2.764747,0.066657,0.305186,-0.101608,0.284480,0.046855,0.273112,0.111815,-0.003786,0.105227,-0.138568,0.070383,0.009303,0.003359,0.110678,0.011003,0.019777,0.005452,0.101892,0.001154,0.002703,0.008084,0.044932,0.003078,0.047305,0.037317,0.006083,0.173972,0.034112,0.015823,0.265455,0.004711,0.083134,1.449920,0.430463,0.328292,0.238086,0.242742,0.281683,0.178815,0.180326,0.148509,0.154361,0.146773,0.177310,0.140077,0.008783,0.003702,0.070793,0.009547,0.013622,0.004803,0.061399,0.001198,0.002302,0.006498,0.028719,0.003008,0.015779,snore
0.076085,0.001859,2.925626,0.204899,0.257624,0.511107,0.009651,0.078305,-28.909462,2.332807,-0.028801,0.553046,-0.017190,0.112336,0.324633,0.192558,0.035891,0.147599,0.121150,-0.157917,0.088317,0.004791,0.002014,0.141163,0.004121,0.011446,0.002739,0.148110,0.001488,0.001810,0.005772,0.036267,0.001859,0.060081,0.029816,0.002667,0.203583,0.026293,0.013697,0.220504,0.004729,0.055297,0.951865,0.226070,0.273825,0.226415,0.186694,0.224976,0.206300,0.151301,0.151346,0.136904,0.134489,0.165949,0.139631,0.004047,0.002376,0.082341,0.003592,0.009918,0.002378,0.077953,0.001775,0.001480,0.004307,0.024181,0.001950,0.017277,snore
0.055845,0.002304,2.881799,0.185040,0.251032,0.324214,0.011135,0.044306,-28.770896,2.503688,0.185960,0.520469,0.145450,0.196106,0.188649,0.242789,0.044706,0.011221,0.106524,-0.083453,0.017119,0.005494,0.001217,0.142986,0.004529,0.012942,0.002147,0.160371,0.000517,0.001315,0.005338,0.042457,0.000970,0.063841,0.022226,0.002004,0.198963,0.021978,0.013209,0.154894,0.005495,0.034132,0.855088,0.244663,0.275639,0.195626,0.173023,0.191644,0.168601,0.167115,0.140541,0.144805,0.132147,0.164901,0.127351,0.005089,0.001382,0.081495,0.004632,0.011795,0.001738,0.085262,0.000620,0.001207,0.004776,0.028584,0.000971,0.016663,snore
0.065185,0.005660,2.948684,0.190884,0.248662,0.368731,0.011915,0.065509,-30.133447,2.613663,0.358716,0.313287,-0.068594,0.445915,-0.001849,0.180033,0.097613,-0.032403,0.091653,-0.107784,0.127158,0.006312,0.002003,0.120622,0.012305,0.023061,0.005762,0.126476,0.000624,0.002153,0.008870,0.037746,0.001376,0.055911,0.031481,0.007423,0.213292,0.035450,0.018547,0.242878,0.007526,0.057803,1.647610,0.483211,0.277049,0.257470,0.245222,0.270868,0.183828,0.179583,0.166040,0.167092,0.153195,0.179628,0.137028,0.007094,0.002449,0.078014,0.011667,0.022155,0.007703,0.076364,0.000764,0.002258,0.009584,0.028194,0.001502,0.017243,snore
0.059528,0.000795,2.919284,0.189790,0.251989,0.420716,0.010948,0.059943,-30.247746,2.256262,0.119757,0.571915,-0.006792,0.085606,0.313966,0.151874,0.062664,0.162117,0.070866,-0.126673,0.132740,0.004757,0.001378,0.141880,0.003683,0.010638,0.002607,0.156228,0.001712,0.001623,0.005228,0.041391,0.001610,0.062177,0.020863,0.001033,0.174238,0.017659,0.009424,0.185113,0.005307,0.034497,0.903304,0.213196,0.218040,0.186795,0.194043,0.186106,0.193795,0.144420,0.138298,0.145464,0.126185,0.159075,0.129215,0.004272,0.001448,0.079476,0.003359,0.009051,0.001948,0.077550,0.001988,0.001449,0.004357,0.026034,0.001663,0.016305,snore
0.052609,0.004699,2.889613,0.182357,0.250638,0.287902,0.012249,0.040589,-29.096454,2.657521,0.269812,0.408933,0.079856,0.274702,0.150467,0.188457,0.013930,-0.009053,0.110046,-0.085929,0.057839,0.007402,0.001397,0.131890,0.007215,0.015763,0.005453,0.137502,0.000461,0.001805,0.009789,0.041308,0.001188,0.058847,0.022072,0.004040,0.225238,0.023079,0.014350,0.171210,0.007043,0.034552,1.289430,0.352128,0.279656,0.230672,0.202931,0.271374,0.172784,0.165510,0.141941,0.157540,0.144196,0.178528,0.139101,0.008903,0.001723,0.083869,0.008672,0.014842,0.006467,0.078875,0.000473,0.001738,0.011020,0.029732,0.001503,0.017969,snore
0.080017,0.005095,2.981127,0.203727,0.251951,0.481125,0.010352,0.108132,-29.515730,2.555198,0.333560,0.209498,-0.177321,0.417759,-0.045011,0.201085,0.025476,-0.027370,0.087616,-0.103380,0.072882,0.009290,0.002173,0.110425,0.009526,0.016433,0.006837,0.130195,0.000639,0.002766,0.009706,0.035922,0.001962,0.051985,0.039589,0.005701,0.178076,0.039768,0.015613,0.304828,0.007222,0.097134,1.379471,0.470223,0.219807,0.251253,0.266017,0.251719,0.174786,0.154396,0.150311,0.160155,0.142732,0.166987,0.126499,0.009865,0.002233,0.066827,0.009414,0.019138,0.007165,0.073016,0.000634,0.002300,0.009338,0.025048,0.002047,0.016285,snore
0.026277,0.008370,2.688783,0.141808,0.209785,0.178731,0.026202,0.032818,-29.017152,2.333874,0.143369,0.364588,-0.315055,0.818220,0.291902,0.063995,0.107013,-0.105024,0.232214,-0.009989,0.110214,0.002482,0.000489,0.076883,0.002042,0.006823,0.002782,0.188952,0.001066,0.001022,0.002257,0.064412,0.000493,0.065007,0.021688,0.005182,0.301615,0.037688,0.027504,0.143203,0.033500,0.032636,2.078726,0.641539,0.253535,0.255850,0.327036,0.350662,0.199964,0.183794,0.167424,0.157911,0.183709,0.125533,0.118291,0.002590,0.000468,0.055062,0.001890,0.007059,0.003476,0.109088,0.001648,0.001067,0.002065,0.040224,0.000547,0.022190,snore
0.019945,0.010152,2.667481,0.126206,0.200092,0.143532,0.029803,0.028253,-28.985163,2.466250,0.111156,0.419197,-0.263042,0.712299,0.293413,0.054345,0.064388,-0.094300,0.229608,-0.001080,0.109969,0.002656,0.000711,0.072856,0.001983,0.008598,0.002954,0.192002,0.001265,0.001195,0.002496,0.064243,0.000578,0.065464,0.016231,0.006657,0.257821,0.030963,0.027195,0.122210,0.032981,0.023393,2.299425,0.536714,0.240892,0.249073,0.336828,0.342008,0.183701,0.150249,0.140447,0.156945,0.175469,0.117481,0.106768,0.003011,0.000690,0.055324,0.001922,0.006764,0.003402,0.109133,0.001598,0.001199,0.001996,0.038734,0.000531,0.021798,snore
0.020430,0.007177,2.594619,0.127183,0.200646,0.154625,0.030482,0.032535,-29.704788,2.467906,0.025690,0.391823,-0.288341,0.687266,0.266816,0.036937,0.090445,-0.083465,0.202969,0.015308,0.096277,0.003053,0.000861,0.056098,0.002648,0.009050,0.004206,0.162585,0.002132,0.001649,0.002798,0.076043,0.000715,0.057366,0.013364,0.004508,0.272299,0.028112,0.025765,0.114781,0.030833,0.023414,2.015406,0.477322,0.245268,0.224334,0.288946,0.271454,0.180557,0.152357,0.119494,0.124646,0.142661,0.113113,0.091443,0.002655,0.000792,0.037201,0.002322,0.006438,0.003727,0.110791,0.002585,0.001490,0.001997,0.039321,0.000714,0.022437,snore
0.022904,0.007503,2.568725,0.128474,0.195805,0.160557,0.028481,0.037313,-28.965971,2.582016,-0.113764,0.235318,-0.270245,0.818056,0.254225,0.098786,-0.009187,-0.128742,0.317034,-0.028818,0.136766,0.003970,0.001074,0.064727,0.003292,0.011185,0.005592,0.149909,0.003577,0.002271,0.003382,0.068613,0.000911,0.054285,0.016119,0.006125,0.328048,0.027957,0.026580,0.113518,0.041513,0.025573,2.955130,0.532292,0.328662,0.233654,0.320900,0.354753,0.180410,0.165985,0.143615,0.165452,0.195727,0.124719,0.106335,0.003498,0.001085,0.048543,0.002929,0.008873,0.005869,0.104808,0.004077,0.002178,0.002749,0.040152,0.000889,0.021295,snore
0.243147,0.000373,3.165629,0.304323,0.225385,1.848130,0.003503,0.373242,-30.213422,0.817956,0.232558,-0.071169,-0.281013,-0.118872,-0.004826,-0.201681,0.004243,-0.099943,-0.284744,-0.086048,-0.281619,0.018570,0.007034,0.014428,0.014255,0.013438,0.007060,0.011752,0.005872,0.006602,0.011584,0.011826,0.005261,0.009656,0.066731,0.000486,0.167501,0.046044,0.023703,0.507471,0.001338,0.124369,1.903039,0.804165,0.436437,0.237331,0.216501,0.174483,0.206632,0.173640,0.204453,0.167515,0.158642,0.157079,0.158549,0.018730,0.005884,0.011804,0.014796,0.014851,0.007204,0.009833,0.005068,0.005677,0.009874,0.009177,0.004300,0.006215,snore
0.207005,0.005916,3.089191,0.277213,0.199846,1.404676,0.006288,0.289756,-31.840306,-0.772631,-2.343163,-0.166650,1.029950,0.033191,-0.147544,-0.034463,0.214652,-0.424696,0.083018,0.084867,0.007948,0.014835,0.022630,0.018436,0.006842,0.003446,0.004769,0.009460,0.004159,0.004609,0.005593,0.011105,0.009312,0.012848,0.074532,0.008354,0.159193,0.048866,0.012793,0.337197,0.003381,0.114775,2.645041,0.625070,0.569272,0.281558,0.331049,0.321438,0.213554,0.212590,0.221277,0.174842,0.161647,0.152319,0.133204,0.014320,0.024676,0.022163,0.006086,0.003205,0.005241,0.010749,0.005455,0.005406,0.005614,0.010617,0.008287,0.008158,snore
0.135817,0.000673,3.036471,0.218002,0.232186,1.011576,0.005435,0.248136,-29.590390,2.229477,-0.079525,0.423598,-0.082924,0.007638,0.090988,0.226352,-0.008164,-0.106050,0.245479,-0.184053,-0.033048,0.020217,0.006235,0.058180,0.014644,0.024238,0.010415,0.054314,0.001828,0.004135,0.014503,0.033424,0.006378,0.024864,0.038922,0.000649,0.286474,0.028342,0.017436,0.322119,0.002118,0.104332,1.656622,0.363940,0.305629,0.237276,0.218924,0.178317,0.179584,0.190875,0.199601,0.167304,0.148989,0.159955,0.141192,0.015780,0.006528,0.034937,0.012163,0.014519,0.007131,0.039201,0.001619,0.003093,0.011025,0.019712,0.006183,0.010617,snore
0.137590,0.000565,2.821661,0.207856,0.212147,1.054008,0.005975,0.260452,-31.180399,1.892941,-0.024907,0.374073,-0.068848,0.052488,0.146909,0.277524,0.027352,-0.095632,0.219503,-0.164690,-0.023197,0.015703,0.005878,0.053569,0.011299,0.019702,0.008365,0.051397,0.001773,0.003227,0.013647,0.042978,0.005008,0.026921,0.047520,0.000666,0.389829,0.037933,0.020585,0.391214,0.005477,0.118658,2.010032,0.406489,0.311704,0.218586,0.199177,0.159309,0.180676,0.181299,0.190652,0.145364,0.150475,0.134201,0.127037,0.011377,0.005235,0.038168,0.009863,0.012057,0.006581,0.038003,0.001549,0.002598,0.011085,0.018448,0.005199,0.011118,snore
0.044520,0.014652,2.969390,0.170524,0.238218,0.199978,0.016563,0.030672,-28.340372,2.662777,0.672714,0.342631,0.230654,0.132475,-0.105466,-0.032439,-0.034593,0.080387,0.048554,0.158928,0.129557,0.008378,0.000474,0.053075,0.010505,0.015727,0.009346,0.221205,0.000350,0.006880,0.009424,0.044442,0.000695,0.067982,0.022020,0.019955,0.174365,0.028781,0.017563,0.134763,0.009530,0.023855,1.523245,0.438131,0.232159,0.179032,0.198744,0.267852,0.261009,0.191772,0.162382,0.168200,0.180525,0.134076,0.145150,0.014156,0.000470,0.041909,0.016645,0.015805,0.013343,0.105531,0.000366,0.010312,0.011151,0.034902,0.000730,0.023284,snore
0.045343,0.016984,2.995568,0.168354,0.237948,0.190192,0.015345,0.031620,-28.205519,2.823359,0.627170,0.325523,0.190636,0.031757,-0.214730,-0.031916,-0.064131,0.131868,0.024457,0.128467,0.071481,0.011607,0.000585,0.051235,0.010071,0.016944,0.009383,0.211144,0.000419,0.007953,0.012140,0.040942,0.000863,0.065967,0.021071,0.020668,0.184053,0.028672,0.018371,0.109645,0.010280,0.016680,1.587528,0.405002,0.251263,0.204322,0.193054,0.211951,0.239674,0.187821,0.170363,0.165389,0.170602,0.148826,0.166422,0.016822,0.000638,0.040450,0.014113,0.016941,0.014105,0.119530,0.000486,0.010351,0.014238,0.033659,0.000819,0.026033,snore
0.043773,0.015989,2.973809,0.164893,0.235065,0.184774,0.014608,0.029094,-28.433526,2.739617,0.647634,0.310406,0.209395,0.051196,-0.190312,-0.013631,-0.049838,0.149246,0.025472,0.115244,0.050788,0.011449,0.000528,0.047440,0.010033,0.016964,0.008877,0.214173,0.000338,0.008334,0.011380,0.045812,0.000955,0.067180,0.021502,0.019031,0.181347,0.025912,0.015772,0.110797,0.009418,0.015447,1.626682,0.394262,0.265739,0.192563,0.179728,0.231490,0.268302,0.183422,0.167910,0.152154,0.190881,0.158287,0.166738,0.018251,0.000557,0.037525,0.014755,0.020145,0.013716,0.115372,0.000365,0.012919,0.013573,0.036387,0.001009,0.024578,snore
0.050580,0.004924,2.992341,0.177009,0.238171,0.260110,0.013630,0.037247,-30.102219,2.531123,0.607163,0.206635,0.182907,-0.007750,-0.272039,-0.018572,-0.051286,0.159069,0.002198,0.170387,0.035763,0.015837,0.000685,0.053083,0.009394,0.014384,0.008130,0.209062,0.000396,0.009106,0.009330,0.043033,0.001262,0.066814,0.026649,0.006084,0.169103,0.028418,0.014763,0.177640,0.008832,0.028730,1.715014,0.393499,0.273934,0.246293,0.198928,0.248869,0.277527,0.219873,0.179344,0.177737,0.224219,0.173415,0.189359,0.026307,0.000836,0.042703,0.014860,0.016344,0.010783,0.116434,0.000465,0.013419,0.010896,0.038412,0.001407,0.025019,snore
0.057515,0.012373,2.998252,0.178940,0.238621,0.288806,0.013007,0.047522,-28.655000,2.623730,0.582239,0.177428,0.192495,-0.022020,-0.248312,-0.064308,-0.086255,0.153457,-0.036271,0.215390,0.035637,0.008787,0.000795,0.055294,0.011596,0.017447,0.011810,0.179684,0.000614,0.012867,0.010135,0.045359,0.001427,0.058587,0.028032,0.014517,0.173224,0.026058,0.014326,0.180278,0.007464,0.039948,1.785262,0.375937,0.301779,0.230222,0.185809,0.228554,0.253566,0.192781,0.163559,0.150631,0.213755,0.147194,0.166824,0.012140,0.000805,0.042118,0.016190,0.017656,0.017480,0.101353,0.000598,0.016970,0.009814,0.035814,0.001337,0.021803,snore
0.054870,0.014384,2.976454,0.173350,0.235142,0.273513,0.013715,0.047093,-28.535208,2.682026,0.596507,0.220360,0.181317,-0.017356,-0.173687,-0.028708,-0.065833,0.103787,0.007205,0.173365,0.048147,0.010806,0.000845,0.067373,0.010731,0.021382,0.011689,0.158004,0.000642,0.011609,0.011065,0.044717,0.001312,0.054259,0.025545,0.015720,0.194218,0.030256,0.017462,0.193890,0.008184,0.040487,1.814688,0.475323,0.288879,0.245620,0.222956,0.239426,0.300600,0.193009,0.167189,0.169187,0.199910,0.161787,0.173868,0.013719,0.000838,0.051103,0.015869,0.023502,0.015450,0.091780,0.000904,0.017084,0.012468,0.033075,0.001402,0.020308,snore
0.114209,0.001801,3.018406,0.249184,0.281600,0.753993,0.006265,0.230499,-33.194235,2.677227,-0.140005,-0.162444,-0.016528,-0.048928,-0.097258,0.263427,0.386932,0.174424,0.088948,-0.081491,-0.007594,0.014175,0.006148,0.088888,0.004594,0.008056,0.003330,0.129685,0.001159,0.003408,0.011317,0.035186,0.010661,0.046126,0.044100,0.000925,0.149411,0.047879,0.019728,0.346688,0.003631,0.132252,1.402302,0.300341,0.378697,0.302416,0.258865,0.197226,0.184804,0.162176,0.160333,0.153241,0.143191,0.143636,0.148685,0.010769,0.006036,0.044972,0.004570,0.007230,0.003355,0.069513,0.001336,0.002927,0.009991,0.020908,0.010122,0.015737,snore
0.113956,0.001641,2.985817,0.243850,0.274968,0.753915,0.005885,0.214725,-33.047173,2.628824,-0.066537,-0.252853,0.084589,-0.029017,-0.226088,0.235959,0.378024,0.166664,0.133306,-0.071349,0.037308,0.012363,0.005939,0.103509,0.003624,0.006250,0.003369,0.135778,0.001361,0.003867,0.009656,0.030634,0.009572,0.047459,0.047584,0.001489,0.173782,0.048092,0.019760,0.313043,0.003093,0.118701,1.383639,0.329528,0.295431,0.338671,0.217380,0.194280,0.199204,0.157239,0.147097,0.146975,0.146026,0.147371,0.145482,0.008670,0.005847,0.042478,0.003046,0.004438,0.003110,0.058771,0.001307,0.003619,0.008692,0.018439,0.008639,0.014251,snore
0.028418,0.005538,3.096062,0.137600,0.217295,0.247708,0.001409,0.045615,-28.854348,2.641388,0.102127,0.502996,0.253819,0.133728,0.133893,0.320690,0.285090,0.163430,0.128700,0.047379,0.053273,0.001713,0.001008,0.201427,0.000883,0.004228,0.000799,0.195440,0.000229,0.000684,0.002625,0.024355,0.002538,0.073885,0.012875,0.001381,0.042502,0.024064,0.013915,0.126657,0.001272,0.032471,0.721157,0.182209,0.206532,0.134375,0.134110,0.125708,0.112683,0.116611,0.122188,0.124841,0.102073,0.110477,0.094707,0.001332,0.000913,0.021610,0.000660,0.002880,0.000657,0.021795,0.000227,0.000576,0.001947,0.008134,0.002816,0.005429,snore
0.029263,0.006909,3.226468,0.179376,0.248517,0.292262,0.001926,0.042508,-27.184012,2.484321,0.095429,0.409274,0.273651,0.182955,0.096041,0.175385,0.185451,0.105685,0.058327,0.013170,0.060260,0.003048,0.001226,0.152973,0.002047,0.006329,0.001386,0.221681,0.000320,0.001226,0.004762,0.029675,0.002222,0.071491,0.015045,0.002278,0.059634,0.018002,0.010010,0.119743,0.002060,0.031652,0.452400,0.178774,0.191349,0.144862,0.134468,0.094620,0.084127,0.088870,0.101977,0.086476,0.086567,0.089976,0.081764,0.001849,0.001022,0.023641,0.001189,0.003603,0.000885,0.032288,0.000257,0.000769,0.002642,0.013325,0.002467,0.006903,snore
0.034692,0.010529,3.151382,0.154747,0.228153,0.291649,0.001556,0.047875,-27.548898,2.599423,0.028262,0.408148,0.273732,0.165346,0.183425,0.318732,0.319879,0.162357,0.074593,0.029298,0.075504,0.002514,0.001392,0.180697,0.001233,0.005366,0.000867,0.197426,0.000260,0.000938,0.003450,0.029164,0.002781,0.071304,0.019176,0.003892,0.062570,0.029722,0.016420,0.160054,0.001108,0.035983,0.869833,0.222550,0.238704,0.172570,0.161567,0.156391,0.121977,0.120121,0.142077,0.122598,0.098798,0.119311,0.101727,0.001850,0.001306,0.027075,0.000683,0.003043,0.000562,0.032352,0.000197,0.000708,0.002043,0.014547,0.002985,0.007275,snore
0.038950,0.014909,3.138631,0.155416,0.227537,0.313967,0.001520,0.068988,-27.569565,2.543852,0.048979,0.422094,0.258240,0.187209,0.081006,0.269564,0.340849,0.200040,0.167951,0.074512,0.126418,0.002848,0.000757,0.196539,0.000670,0.004285,0.000588,0.192602,0.000383,0.000659,0.001815,0.025561,0.003140,0.072879,0.021326,0.004313,0.042965,0.040447,0.023918,0.184039,0.000987,0.057904,0.865442,0.265004,0.226594,0.186245,0.182992,0.165980,0.160730,0.122999,0.133865,0.136302,0.114787,0.118640,0.106501,0.002687,0.000663,0.025842,0.000482,0.002527,0.000462,0.026653,0.000382,0.000499,0.001360,0.011387,0.002960,0.006056,snore
0.273769,0.001674,3.132314,0.414435,0.297918,2.381056,0.002215,0.697947,-30.296470,1.154074,-0.555937,0.503101,0.223528,0.230600,0.420493,-0.109354,-0.266504,-0.019887,0.068438,-0.206560,0.211775,0.004905,0.002612,0.025577,0.005868,0.012951,0.007902,0.029173,0.005590,0.004524,0.006772,0.022111,0.002144,0.013850,0.081070,0.001247,0.170022,0.035872,0.014156,0.262109,0.000764,0.097236,3.205979,0.425665,0.441346,0.354536,0.217436,0.183580,0.241485,0.162195,0.185796,0.148932,0.148887,0.168703,0.165545,0.003629,0.001618,0.019408,0.003742,0.007933,0.005259,0.017641,0.004438,0.004099,0.005840,0.018319,0.001331,0.005806,snore
